time_point,mean_trust,std_trust
0,0.16125,0.05695
1,0.15473157894736844,0.05477368421052632
2,0.14821315789473682,0.05259736842105263
3,0.14169473684210526,0.05042105263157895
4,0.1351763157894737,0.048244736842105264
5,0.1286578947368421,0.04606842105263157
6,0.12213947368421052,0.04389210526315789
7,0.11562105263157896,0.04171578947368421
8,0.10910263157894738,0.03953947368421053
9,0.1025842105263158,0.03736315789473685
10,0.09524473684210527,0.03436578947368421
11,0.08708421052631579,0.030547368421052632
12,0.07892368421052631,0.026728947368421054
13,0.07076315789473685,0.022910526315789475
14,0.06260263157894737,0.019092105263157893
15,0.05444210526315789,0.015273684210526314
16,0.04628157894736843,0.01145526315789474
17,0.03812105263157896,0.007636842105263164
18,0.02996052631578948,0.003818421052631582
19,0.0218,0.0
20,0.02111315789473684,0.00022894736842105252
21,0.020426315789473685,0.00045789473684210505
22,0.01973947368421053,0.0006868421052631576
23,0.01905263157894737,0.0009157894736842101
24,0.01836578947368421,0.0011447368421052626
25,0.017678947368421054,0.0013736842105263151
26,0.0169921052631579,0.0016026315789473677
27,0.01630526315789474,0.001831578947368422
28,0.01561842105263158,0.0020605263157894736
29,0.015160526315789475,0.0020605263157894745
30,0.01493157894736842,0.0018315789473684202
31,0.01470263157894737,0.0016026315789473694
32,0.014473684210526316,0.0013736842105263151
33,0.014244736842105265,0.0011447368421052644
34,0.014015789473684212,0.0009157894736842118
35,0.013786842105263158,0.0006868421052631576
36,0.013557894736842106,0.00045789473684210505
37,0.013328947368421055,0.0002289473684210534
38,0.0131,0.0
39,0.012681578947368424,0.0001394736842105261
40,0.012263157894736844,0.0002789473684210522
41,0.011844736842105262,0.0004184210526315792
42,0.011426315789473687,0.0005578947368421053
43,0.011007894736842105,0.0006973684210526314
44,0.010589473684210525,0.0008368421052631584
45,0.010171052631578949,0.0009763157894736836
46,0.009752631578947369,0.0011157894736842106
47,0.009334210526315792,0.0012552631578947359
48,0.009055263157894736,0.0012552631578947376
49,0.00891578947368421,0.0011157894736842106
50,0.008776315789473684,0.0009763157894736854
51,0.008636842105263158,0.0008368421052631584
52,0.008497368421052632,0.0006973684210526332
53,0.008357894736842106,0.0005578947368421053
54,0.00821842105263158,0.0004184210526315792
55,0.008078947368421054,0.0002789473684210531
56,0.007939473684210527,0.00013947368421052698
57,0.0078,0.0
