time_point,mean_trust,std_trust
0,0.29142857142857137,0.10479723570898661
1,0.28446879699248123,0.102445420399934
2,0.27750902255639087,0.1000936050908814
3,0.27054924812030073,0.09774178978182879
4,0.2635894736842105,0.09538997447277621
5,0.25662969924812035,0.09303815916372361
6,0.24966992481203,0.09068634385467102
7,0.24271015037593985,0.08833452854561841
8,0.23575037593984957,0.08598271323656581
9,0.22879060150375943,0.08363089792751321
10,0.22183082706766907,0.08127908261846062
11,0.21487105263157893,0.07892726730940802
12,0.20791127819548866,0.07657545200035541
13,0.20095150375939858,0.0742236366913028
14,0.19399172932330824,0.07187182138225022
15,0.18703195488721805,0.06952000607319761
16,0.18007218045112777,0.06716819076414501
17,0.17311240601503766,0.0648163754550924
18,0.16615263157894736,0.06246456014603983
19,0.15919285714285714,0.060112744836987225
20,0.15180902255639098,0.056948916161356326
21,0.1444251879699248,0.05378508748572542
22,0.1370413533834586,0.05062125881009451
23,0.12965751879699247,0.047457430134463595
24,0.12227368421052631,0.0442936014588327
25,0.11488984962406021,0.0411297727832018
26,0.10750601503759401,0.03796594410757089
27,0.10012218045112782,0.03480211543193997
28,0.09273834586466165,0.03163828675630908
29,0.08535451127819552,0.02847445808067817
30,0.07797067669172933,0.02531062940504725
31,0.07058684210526317,0.022146800729416362
32,0.06320300751879702,0.018982972053785463
33,0.05581917293233086,0.015819143378154543
34,0.0484353383458647,0.01265531470252365
35,0.04105150375939851,0.009491486026892731
36,0.03366766917293235,0.006327657351261835
37,0.026283834586466197,0.003163828675630918
38,0.0189,0.0
39,0.018657142857142855,8.206518066482848e-05
40,0.018414285714285713,0.00016413036132965697
41,0.01817142857142857,0.0002461955419944869
42,0.017928571428571433,0.0003282607226593154
43,0.017685714285714284,0.00041032590332414385
44,0.017442857142857142,0.0004923910839889738
45,0.017200000000000003,0.0005744562646538037
46,0.016957142857142858,0.0006565214453186322
47,0.016714285714285716,0.0007385866259834607
48,0.01647142857142857,0.0008206518066482905
49,0.016228571428571426,0.000902716987313119
50,0.01598571428571429,0.0009847821679779475
51,0.015742857142857145,0.0010668473486427775
52,0.015500000000000002,0.0011489125293076045
53,0.015257142857142856,0.0012309777099724342
54,0.015014285714285713,0.0013130428906372629
55,0.014771428571428576,0.001395108071302092
56,0.01452857142857143,0.001477173251966922
57,0.014285714285714287,0.0015592384326317504
58,0.01412857142857143,0.001477173251966922
59,0.01397142857142857,0.0013951080713020935
60,0.013814285714285715,0.0013130428906372635
61,0.013657142857142862,0.001230977709972435
62,0.0135,0.001148912529307606
63,0.013342857142857142,0.0010668473486427775
64,0.013185714285714287,0.0009847821679779482
65,0.013028571428571431,0.000902716987313119
66,0.012871428571428575,0.0008206518066482905
67,0.012714285714285716,0.0007385866259834613
68,0.012557142857142855,0.0006565214453186329
69,0.012399999999999998,0.000574456264653803
70,0.012242857142857144,0.0004923910839889745
71,0.012085714285714288,0.00041032590332414597
72,0.011928571428571429,0.0003282607226593161
73,0.011771428571428568,0.0002461955419944869
74,0.011614285714285714,0.00016413036132965838
75,0.011457142857142858,8.206518066482919e-05
76,0.011300000000000003,3.469446951953614e-18
77,0.011156203007518796,4.859122539364851e-05
78,0.011012406015037593,9.718245078729702e-05
79,0.010868609022556389,0.00014577367618094628
80,0.010724812030075187,0.0001943649015745948
81,0.010581015037593988,0.00024295612696824333
82,0.010437218045112783,0.00029154735236189256
83,0.010293421052631578,0.00034013857775554103
84,0.010149624060150375,0.0003887298031491896
85,0.01000582706766917,0.0004373210285428388
86,0.009862030075187971,0.0004859122539364873
87,0.009718233082706768,0.0005345034793301351
88,0.009574436090225565,0.000583094704723785
89,0.009430639097744359,0.0006316859301174336
90,0.00928684210526316,0.0006802771555110814
91,0.009143045112781956,0.0007288683809047303
92,0.008999248120300748,0.0007774596062983797
93,0.00885545112781955,0.0008260508316920279
94,0.008711654135338346,0.0008746420570856766
95,0.008567857142857144,0.0009232332824793258
96,0.008474812030075187,0.0008746420570856772
97,0.008381766917293233,0.0008260508316920287
98,0.008288721804511276,0.0007774596062983797
99,0.008195676691729322,0.0007288683809047311
100,0.00810263157894737,0.0006802771555110825
101,0.008009586466165411,0.0006316859301174333
102,0.007916541353383459,0.0005830947047237848
103,0.007823496240601501,0.0005345034793301362
104,0.0077304511278195485,0.0004859122539364884
105,0.007637406015037596,0.00043732102854283916
106,0.007544360902255639,0.00038872980314919026
107,0.007451315789473685,0.00034013857775554173
108,0.007358270676691728,0.0002915473523618925
109,0.007265225563909774,0.00024295612696824403
110,0.007172180451127821,0.00019436490157459548
111,0.007079135338345864,0.00014577367618094625
112,0.006986090225563911,9.718245078729774e-05
113,0.006893045112781955,4.859122539364923e-05
114,0.0068,0.0
