time_point,mean_trust,std_trust
0,0.5755580645161289,0.015276152069822888
1,0.5224722627395979,0.0224494410433829
2,0.4693864609630671,0.04302091938139741
3,0.41630065918653575,0.06537451434497595
4,0.3660076531089294,0.0846193695731597
5,0.33448826554464717,0.08540395219162578
6,0.3171811220196353,0.07784399965927705
7,0.30675240766713413,0.06888336890049887
8,0.29827358111266944,0.061962817497094494
9,0.29216626928471245,0.05808899124606394
10,0.287328517999065,0.05678548958432865
11,0.284618489948574,0.055524035681261595
12,0.2828512622720897,0.054074201475919244
13,0.28205031790556334,0.05386694642668136
14,0.2809500935016363,0.053598129820640855
15,0.2809798737727909,0.05543442949717788
16,0.2810583870967742,0.05818940841101857
17,0.2811246891070594,0.06139189564399624
18,0.2808440392706872,0.06191372384510754
19,0.28068715755025714,0.06002386147901526
20,0.28050357643758767,0.05816150915865087
21,0.2801592005610098,0.05664522949137642
22,0.27915849929873776,0.055921190464365764
23,0.2786081720430109,0.05591456915982474
24,0.278110701262272,0.05637832829920776
25,0.2778157316503038,0.05682419787124413
26,0.2791418279569892,0.05795201237066282
27,0.28076551192145865,0.05980886882637652
28,0.2830523889668069,0.06209586737971205
29,0.2841674848059842,0.06209570791467538
30,0.2851907433380084,0.06205705908207294
31,0.28697625525946696,0.06213391769507782
32,0.28905568957456756,0.06259227301547422
33,0.2913395371669003,0.06438243245348678
34,0.2932351192145862,0.06681636311102312
35,0.29497405329593257,0.0704987657285342
36,0.2953749088359046,0.07213159852110582
37,0.2951128003740066,0.07221167904525677
38,0.29403539036933146,0.07115480809222736
39,0.2926826227208976,0.06933338807745318
40,0.29192597007947635,0.06981955047880671
41,0.29097098644226277,0.07103654283030748
42,0.29056185133239837,0.07340794637220413
43,0.28928460028050484,0.07216623068147139
44,0.28829961196820947,0.07068065894726062
45,0.2882847826086957,0.06982962481256437
46,0.2884829032258065,0.06957049070200322
47,0.28891727442730253,0.06988278077503145
48,0.28940629733520334,0.07080806306921558
49,0.28998871435250106,0.07218531379909912
50,0.2916504207573633,0.07391674851934385
51,0.2932299298737728,0.07556529006908229
52,0.29452987377279105,0.0780233097885083
