time_point,mean_trust,std_trust
0,0.6638,0.0
1,0.57685,0.03930696900678047
2,0.48989999999999995,0.07861393801356094
3,0.4266166666666666,0.10640120727567999
4,0.4106666666666667,0.11271678618949749
5,0.39471666666666677,0.12108034622949988
6,0.3822750000000001,0.11205235569441044
7,0.37158749999999996,0.09429866835839552
8,0.3609,0.0776072591106442
9,0.36751249999999996,0.10573199068478124
10,0.37412500000000004,0.13505319476660546
11,0.377025,0.15578567909952443
12,0.37250000000000005,0.15834849225679418
13,0.36797499999999994,0.16091131971523936
14,0.35011666666666663,0.1365024516466849
15,0.32559166666666667,0.0992291489082495
16,0.30106666666666665,0.06387077231062385
17,0.31564166666666665,0.07793705014126606
18,0.33021666666666666,0.09330785143217527
19,0.338425,0.10434575987632017
20,0.33390000000000003,0.10669569657051156
21,0.329375,0.11088916811017507
22,0.336575,0.12951450369231496
23,0.34963750000000005,0.15503898434479846
24,0.3627,0.18074912632338408
25,0.3532125,0.17153525998075925
26,0.343725,0.16676456957839297
27,0.33805,0.16969498034463681
28,0.34,0.18002142002180369
29,0.34195,0.19036112091014454
30,0.32065000000000005,0.18290460970134137
31,0.287725,0.16712168938381397
32,0.25479999999999997,0.1522198410194939
33,0.2672625,0.1787995525721471
34,0.279725,0.20538120654042324
35,0.2866208333333334,0.22000373631612619
36,0.2823833333333334,0.21087885279362548
37,0.2781458333333333,0.20204076072182947
38,0.2700166666666666,0.19434607483959007
39,0.2599416666666666,0.18791082113968022
40,0.24986666666666668,0.1825159232018462
41,0.23947916666666666,0.18817975956441813
42,0.22909166666666667,0.1941075757723593
43,0.21779583333333333,0.1868751057227497
44,0.20468333333333333,0.15396037008125033
45,0.19157083333333333,0.12357928010885247
46,0.17595833333333333,0.11689323001022012
47,0.15909583333333333,0.12237418085073701
48,0.14223333333333335,0.1296535983131805
49,0.12612083333333335,0.11424699409490922
50,0.11000833333333333,0.09884041500767228
51,0.09915416666666665,0.08841043981372083
52,0.09881666666666666,0.08793361448021772
53,0.09847916666666666,0.0874567942932712
54,0.09681666666666666,0.08552103380000865
55,0.09449166666666665,0.08285643289583629
56,0.09216666666666666,0.08019265690960876
57,0.09974166666666666,0.09089897398883126
58,0.10731666666666667,0.10160662981430996
59,0.10879583333333333,0.10369762951994398
60,0.09808333333333334,0.08855499546734912
