time_point,mean_trust,std_trust
0,0.8303,0.015300000000000036
1,0.5655769230769231,0.13967692307692306
2,0.5836538461538461,0.01185384615384616
3,0.44778076923076926,0.037980769230769235
4,0.41322820512820513,0.01392820512820514
5,0.4094102564102564,0.02051025641025639
6,0.49804230769230773,0.06535769230769231
7,0.437924358974359,0.0024756410256410455
8,0.48252435897435897,0.06587564102564103
9,0.38944615384615383,0.006246153846153846
10,0.3737679487179487,0.0009679487179487245
11,0.4414897435897436,0.07211025641025637
12,0.39096153846153847,0.00036153846153844094
13,0.46103333333333335,0.04776666666666668
14,0.41305512820512824,0.02215512820512819
15,0.45673461538461535,0.04716538461538464
16,0.4162269230769231,0.04287307692307693
17,0.3360192307692308,0.001119230769230789
18,0.31149230769230773,0.0052923076923076795
19,0.3187641025641026,0.019964102564102554
20,0.32298589743589745,0.037685897435897425
21,0.3648076923076923,0.01780769230769233
22,0.3710025641025641,0.0069974358974359
23,0.3506435897435897,0.020456410256410262
24,0.3302346153846154,0.0338653846153846
25,0.2945051282051282,0.023594871794871797
26,0.33768333333333334,0.054616666666666674
27,0.30281153846153847,0.007588461538461544
28,0.29138974358974357,0.015989743589743616
29,0.31585897435897436,0.02434102564102561
30,0.2913730769230769,0.03172692307692307
31,0.25648717948717953,0.028712820512820467
32,0.2727320512820513,0.07446794871794872
33,0.19383461538461538,0.0014653846153846184
34,0.25363717948717945,0.06716282051282049
35,0.2137897435897436,0.033210256410256406
36,0.17283076923076923,0.016130769230769212
37,0.21687051282051284,0.007629487179487179
38,0.24161025641025638,0.012089743589743601
39,0.19665,0.05315
40,0.15351666666666675,0.05081666666666674
41,0.12848333333333337,0.030383333333333352
42,0.10574999999999996,0.007649999999999942
43,0.10131538461538461,0.012484615384615386
44,0.09396923076923076,0.00463076923076923
45,0.10047307692307691,0.010626923076923082
46,0.11577692307692307,0.025423076923076923
47,0.0983,0.007900000000000004
48,0.0974,0.007000000000000006
49,0.10519999999999999,0.0148
50,0.11387307692307692,0.02242692307692308
51,0.09576153846153845,0.0014384615384615343
52,0.1175,0.020300000000000006
53,0.10088846153846154,0.0008115384615384608
54,0.09901153846153846,0.0010884615384615312
55,0.09567564102564102,0.0010243589743589715
56,0.09403974358974358,0.002660256410256412
57,0.08774615384615383,0.0020461538461538434
58,0.09009871794871793,0.002598717948717945
59,0.09065128205128206,0.004951282051282056
60,0.08910384615384614,0.009403846153846158
61,0.08742179487179488,0.011221794871794873
62,0.08527051282051282,0.01247051282051282
63,0.11431923076923077,0.01748076923076923
64,0.08300384615384615,0.014203846153846157
65,0.10449999999999998,0.0012000000000000136
66,0.08804615384615386,0.021346153846153862
67,0.0941923076923077,0.021292307692307694
68,0.08902051282051283,0.02202051282051283
69,0.09073846153846157,0.009838461538461574
70,0.09885641025641025,0.008743589743589755
71,0.08628717948717948,0.005312820512820511
72,0.07244615384615384,0.012646153846153838
73,0.06610512820512822,0.023105128205128223
74,0.07006410256410257,0.02326410256410257
75,0.06579615384615387,0.021496153846153863
76,0.05739743589743594,0.015397435897435936
77,0.07914871794871793,0.020851282051282078
78,0.04575,0.0019500000000000003
79,0.03164615384615385,0.00834615384615385
80,0.029742307692307707,0.0064423076923077055
81,0.027838461538461534,0.004538461538461533
82,0.026787179487179485,0.003987179487179486
83,0.027308974358974357,0.004508974358974356
84,0.03298076923076923,0.00011923076923076384
85,0.0330025641025641,0.0009025641025641046
86,0.033049999999999996,0.0009500000000000029
87,0.0325,0.0015000000000000013
88,0.0323,0.0017000000000000019
89,0.03066666666666667,0.003066666666666669
90,0.0303,0.002700000000000001
91,0.031183333333333334,0.0010833333333333337
92,0.031716666666666664,0.00018333333333333396
93,0.033234615384615376,0.0005653846153846169
94,0.0340102564102564,0.00021025641025640765
95,0.03478589743589744,0.0009858974358974391
96,0.03291153846153846,0.005711538461538461
97,0.036620512820512804,0.008320512820512809
98,0.039229487179487196,0.012029487179487194
99,0.04128846153846154,0.01628846153846154
100,0.0389397435897436,0.013939743589743602
101,0.034525641025641055,0.009525641025641053
102,0.02996153846153845,0.0052615384615384495
103,0.02542051282051282,0.0022205128205128218
104,0.040233333333333336,0.014566666666666664
105,0.02439615384615384,0.0007038461538461591
106,0.025608974358974357,0.0038910256410256416
107,0.025537179487179484,0.0025628205128205156
108,0.02488846153846153,0.0011884615384615306
109,0.027239743589743595,0.001939743589743595
110,0.02646153846153846,0.005261538461538462
111,0.026738461538461544,0.0019384615384615451
112,0.021565384615384608,0.004065384615384606
113,0.02189230769230769,0.00069230769230769
114,0.020165384615384616,0.0004653846153846175
115,0.01964358974358974,5.641025641025914e-05
116,0.017871794871794876,0.0006717948717948775
117,0.0199,0.0023999999999999994
