timestamp,sp_id,sr_id,sr_type,Trust
0,0,278,2,0.3
0,1,4,1,0.2785714285714286
0,1,25,1,0.3476190476190476
0,3,391,11,0.3333333333333333
0,3,392,11,0.3333333333333333
0,3,393,11,0.41666666666666663
0,4,161,1,0.2785714285714286
0,4,377,11,0.3476190476190476
0,4,379,11,0.3476190476190476
0,4,380,11,0.3476190476190476
0,4,384,11,0.33076923076923076
0,6,17,1,0.33076923076923076
0,7,53,1,0.3476190476190476
0,9,17,1,0.2683333333333333
0,10,25,1,0.2852380952380953
0,10,142,1,0.3
0,12,176,1,0.3476190476190476
0,14,173,1,0.3
0,14,318,2,0.33076923076923076
0,17,6,1,0.33076923076923076
0,17,90,1,0.23333333333333334
0,17,146,1,0.23333333333333334
0,17,318,2,0.32999999999999996
0,17,377,11,0.3666666666666667
0,17,379,11,0.2852380952380953
0,17,380,11,0.2852380952380953
0,21,85,1,0.33076923076923076
0,21,257,2,0.3476190476190476
0,23,297,2,0.3208333333333333
0,23,354,4,0.25625
0,25,175,1,0.3476190476190476
0,26,377,11,0.3520833333333333
0,26,379,11,0.33533333333333337
0,26,380,11,0.33533333333333337
0,26,391,11,0.27428571428571424
0,26,392,11,0.27428571428571424
0,26,393,11,0.4
0,27,4,1,0.16714285714285715
0,27,161,1,0.21384615384615385
0,27,329,2,0.3476190476190476
0,28,32,1,0.3476190476190476
0,28,161,1,0.21781818181818183
0,30,4,1,0.11292307692307693
0,30,17,1,0.161
0,30,200,1,0.3
0,32,28,1,0.3666666666666667
0,38,161,1,0.24382222222222222
0,38,197,1,0.33076923076923076
0,41,84,1,0.3476190476190476
0,41,165,1,0.2785714285714286
0,41,392,11,0.286
0,41,393,11,0.33743589743589747
0,43,25,1,0.3666666666666667
0,43,176,1,0.2852380952380953
0,44,313,2,0.3208333333333333
0,45,181,1,0.3666666666666667
0,45,261,2,0.3
0,45,380,11,0.3666666666666667
0,45,391,11,0.286
0,45,392,11,0.1716
0,45,393,11,0.3666666666666667
0,46,25,1,0.3
0,46,213,2,0.2785714285714286
0,48,223,2,0.3666666666666667
0,48,392,11,0.16296
0,48,393,11,0.3208333333333333
0,49,4,1,0.1125090909090909
0,51,243,2,0.3666666666666667
0,52,200,1,0.3666666666666667
0,53,7,1,0.3476190476190476
0,55,161,1,0.1240711111111111
0,55,176,1,0.3666666666666667
0,58,95,1,0.2785714285714286
0,59,377,11,0.2941666666666667
0,59,379,11,0.3428666666666667
0,59,380,11,0.3520833333333333
0,62,176,1,0.3
0,62,391,11,0.2288
0,62,392,11,0.257776
0,62,393,11,0.2852380952380953
0,63,290,2,0.35
0,64,84,1,0.33743589743589747
0,64,392,11,0.08799893333333333
0,64,393,11,0.2281904761904762
0,65,176,1,0.24000000000000002
0,66,25,1,0.3666666666666667
0,66,161,1,0.070276
0,66,295,2,0.2785714285714286
0,67,384,11,0.23625
0,67,391,11,0.14228
0,67,392,11,0.00373248
0,67,393,11,0.28255238095238094
0,69,369,4,0.13846153846153847
0,70,176,1,0.18533333333333335
0,71,222,2,0.3208333333333333
0,72,392,11,0.00373248
0,72,393,11,0.28538256410256413
0,74,4,1,0.11728
0,75,330,2,0.3666666666666667
0,79,4,1,0.06592355555555555
0,81,6,1,0.3327272727272727
0,81,17,1,0.1125090909090909
0,81,90,1,0.21384615384615385
0,81,142,1,0.2852380952380953
0,82,6,1,0.286
0,82,180,1,0.3
0,86,6,1,0.1716
0,86,84,1,0.33533333333333337
0,88,29,1,0.23333333333333334
0,90,17,1,0.06296
0,90,318,2,0.2752727272727273
0,90,384,11,0.21466666666666664
0,91,4,1,0.0062207999999999986
0,91,17,1,0.010367999999999999
0,92,197,1,0.3327272727272727
0,93,283,2,0.3
0,96,4,1,0.003732479999999999
0,96,161,1,0.004665599999999999
0,96,176,1,0.17540952380952382
0,96,197,1,0.21781818181818183
0,97,176,1,0.16999794871794874
0,99,176,1,0.16869066666666668
0,100,377,11,0.2853333333333333
0,100,379,11,0.30344727272727273
0,100,380,11,0.34
0,101,4,1,0.003732479999999999
0,101,268,2,0.3
0,102,4,1,0.003732479999999999
0,103,392,11,0.00373248
0,103,393,11,0.29369066666666666
0,104,25,1,0.3
0,104,181,1,0.3476190476190476
0,104,200,1,0.3
0,105,377,11,0.28255238095238094
0,105,379,11,0.20025018181818183
0,105,380,11,0.2853333333333333
0,110,161,1,0.00373248
0,110,294,2,0.3476190476190476
0,111,4,1,0.003732479999999999
0,112,318,2,0.3288
0,113,4,1,0.003732479999999999
0,113,142,1,0.2281904761904762
0,115,78,1,0.2785714285714286
0,116,236,2,0.3208333333333333
0,119,200,1,0.2852380952380953
0,119,392,11,0.00373248
0,119,393,11,0.23495253333333335
0,120,161,1,0.00373248
0,120,230,2,0.2785714285714286
0,123,55,1,0.3476190476190476
0,126,67,1,0.3476190476190476
0,129,176,1,0.1713161696969697
0,129,197,1,0.1716
0,132,4,1,0.003732479999999999
0,132,55,1,0.3666666666666667
0,132,161,1,0.00373248
0,132,180,1,0.3666666666666667
0,133,175,1,0.2852380952380953
0,133,368,4,0.33076923076923076
0,136,384,11,0.13594285714285714
0,138,6,1,0.1240711111111111
0,138,17,1,0.006220799999999999
0,138,318,2,0.24526222222222221
0,139,4,1,0.003732479999999999
0,139,55,1,0.3
0,139,161,1,0.00373248
0,139,274,2,0.3
0,140,197,1,0.1240711111111111
0,141,342,4,0.16904761904761906
0,142,173,1,0.2852380952380953
0,145,4,1,0.003732479999999999
0,145,377,11,0.22128
0,145,379,11,0.1360592
0,145,380,11,0.3409939393939394
0,146,17,1,0.004976639999999999
0,148,172,1,0.2785714285714286
0,148,384,11,0.18394666666666665
0,150,55,1,0.2852380952380953
0,151,20,1,0.3
0,151,175,1,0.3666666666666667
0,153,20,1,0.2852380952380953
0,154,25,1,0.3666666666666667
0,154,176,1,0.17796202666666666
0,156,25,1,0.3476190476190476
0,160,172,1,0.21384615384615385
0,161,4,1,0.003732479999999999
0,161,28,1,0.3476190476190476
0,161,55,1,0.27764102564102566
0,161,176,1,0.12236962133333334
0,161,197,1,0.070276
0,161,377,11,0.2255088484848485
0,161,379,11,0.07806409142857143
0,162,391,11,0.15018763636363636
0,162,392,11,0.00373248
0,162,393,11,0.25523475393939393
0,163,286,2,0.3
0,163,384,11,0.11036800000000001
0,163,391,11,0.11940551111111111
0,163,392,11,0.00373248
0,163,393,11,0.38541666666666663
0,165,346,4,0.2785714285714286
0,165,384,11,0.07764937142857142
0,166,142,1,0.22211282051282055
0,166,393,11,0.3476190476190476
0,167,247,2,0.25625
0,173,142,1,0.22128
0,173,200,1,0.2281904761904762
0,173,305,2,0.23333333333333334
0,173,318,2,0.201324
0,174,67,1,0.24952380952380954
0,175,25,1,0.33743589743589747
0,176,55,1,0.22211282051282055
0,176,70,1,0.3
0,176,161,1,0.00373248
0,176,377,11,0.1713161696969697
0,176,379,11,0.003981312000000001
0,176,380,11,0.3666666666666667
0,176,384,11,0.003732479999999999
0,177,28,1,0.2852380952380953
0,177,142,1,0.2255088484848485
0,177,200,1,0.22211282051282055
0,177,318,2,0.07079440000000001
0,177,392,11,0.00373248
0,177,393,11,0.33743589743589747
0,178,90,1,0.161
0,178,200,1,0.3666666666666667
0,178,228,2,0.2785714285714286
0,184,165,1,0.2683333333333333
0,184,349,4,0.3
0,187,172,1,0.161
0,187,173,1,0.2281904761904762
0,187,200,1,0.3476190476190476
0,189,6,1,0.15063314285714285
0,189,314,2,0.3476190476190476
0,192,28,1,0.3666666666666667
0,192,95,1,0.21384615384615385
0,192,161,1,0.00373248
0,192,384,11,0.003732479999999999
0,193,4,1,0.003732479999999999
0,193,161,1,0.00373248
0,197,161,1,0.00373248
0,200,173,1,0.3666666666666667
0,200,304,2,0.2785714285714286
0,200,318,2,0.004976639999999999
0,201,269,2,0.3208333333333333
0,203,32,1,0.2852380952380953
0,207,17,1,0.003981312
0,214,28,1,0.3
0,218,161,1,0.00373248
0,221,32,1,0.2281904761904762
0,229,342,4,0.14512820512820515
0,232,78,1,0.21384615384615385
0,234,55,1,0.16999794871794874
0,234,161,1,0.00373248
0,234,197,1,0.004665599999999999
0,237,186,1,0.23636363636363633
0,244,379,11,0.003981312000000001
0,244,380,11,0.3520833333333333
0,246,176,1,0.12900680817777777
0,248,6,1,0.004665599999999999
0,251,94,1,0.3151515151515152
0,273,197,1,0.00373248
0,277,146,1,0.16714285714285715
0,282,53,1,0.2852380952380953
0,288,142,1,0.3333333333333333
0,289,165,1,0.21781818181818183
0,289,346,4,0.21384615384615385
0,296,161,1,0.00373248
0,297,354,4,0.16714285714285715
0,299,67,1,0.15676190476190477
0,304,200,1,0.3333333333333333
0,305,173,1,0.3476190476190476
0,306,24,1,0.3151515151515152
0,309,180,1,0.3
0,315,369,4,0.10545454545454545
0,317,77,1,0.3333333333333333
0,318,17,1,0.003981312
0,318,90,1,0.1716
0,318,173,1,0.2852380952380953
0,318,200,1,0.3151515151515152
0,319,25,1,0.3333333333333333
0,322,4,1,0.003732479999999999
0,322,161,1,0.00373248
0,334,269,2,0.2629166666666667
0,335,6,1,0.00373248
0,346,165,1,0.24382222222222222
0,352,95,1,0.161
0,354,297,2,0.2852380952380953
0,356,261,2,0.3066666666666667
0,357,70,1,0.24000000000000002
0,358,175,1,0.35416666666666663
0,371,283,2,0.23857142857142857
0,373,200,1,0.24303030303030304
0,373,304,2,0.2723076923076923
0,374,95,1,0.1125090909090909
0,375,6,1,0.00373248
0,375,200,1,0.23533333333333334
0,375,318,2,0.003981312
0,376,4,1,0.003732479999999999
0,376,17,1,0.003981312
0,376,161,1,0.00373248
0,376,176,1,0.06987211320888889
0,377,4,1,0.003732479999999999
0,377,17,1,0.003981312
0,377,161,1,0.00373248
0,377,176,1,0.07395324612266667
0,378,4,1,0.003732479999999999
0,378,17,1,0.003981312
0,378,161,1,0.00373248
0,378,176,1,0.35416666666666663
0,379,4,1,0.003732479999999999
0,379,17,1,0.003981312
0,379,161,1,0.00373248
0,379,176,1,0.2583333333333333
0,380,4,1,0.003732479999999999
0,380,17,1,0.003981312
0,380,176,1,0.24952380952380954
0,381,4,1,0.003732479999999999
0,381,67,1,0.06826666666666668
0,381,90,1,0.06296
0,381,161,1,0.00373248
0,381,165,1,0.1240711111111111
0,381,176,1,0.15676190476190477
0,382,4,1,0.003732479999999999
0,382,67,1,0.054613333333333354
0,382,90,1,0.007775999999999999
0,382,165,1,0.06592355555555555
0,382,176,1,0.1516
0,383,4,1,0.003732479999999999
0,383,67,1,0.054613333333333354
0,383,90,1,0.004665599999999999
0,383,165,1,0.006220799999999999
0,383,176,1,0.054613333333333354
0,384,4,1,0.003732479999999999
0,384,67,1,0.054613333333333354
0,384,90,1,0.00373248
0,384,165,1,0.004976639999999999
0,384,176,1,0.054613333333333354
0,385,4,1,0.003732479999999999
0,385,67,1,0.054613333333333354
0,385,90,1,0.00373248
0,385,165,1,0.003981312
0,385,176,1,0.054613333333333354
0,386,17,1,0.003981312
0,386,67,1,0.054613333333333354
0,387,17,1,0.003981312
0,387,67,1,0.054613333333333354
0,387,180,1,0.35416666666666663
0,388,17,1,0.003981312
0,388,67,1,0.054613333333333354
0,388,180,1,0.2583333333333333
0,389,67,1,0.054613333333333354
0,390,67,1,0.054613333333333354
0,391,67,1,0.054613333333333354
0,392,67,1,0.054613333333333354
0,393,67,1,0.054613333333333354
0,394,67,1,0.054613333333333354
1,0,278,2,0.23857142857142857
1,1,4,1,0.003732479999999999
1,1,25,1,0.3151515151515152
1,3,391,11,0.004976640000000001
1,3,392,11,0.00373248
1,3,393,11,0.2853333333333333
1,4,161,1,0.00373248
1,4,377,11,0.17796202666666666
1,4,379,11,0.003981312000000001
1,4,380,11,0.2852380952380953
1,4,384,11,0.003732479999999999
1,6,17,1,0.003981312
1,7,53,1,0.27764102564102566
1,9,17,1,0.003981312
1,10,25,1,0.3066666666666667
1,10,142,1,0.2583333333333333
1,12,176,1,0.054613333333333354
1,14,173,1,0.27764102564102566
1,14,318,2,0.003981312
1,17,6,1,0.00373248
1,17,90,1,0.00373248
1,17,146,1,0.161
1,17,318,2,0.003981312
1,17,377,11,0.3666666666666667
1,17,379,11,0.003981312000000001
1,17,380,11,0.27764102564102566
1,21,85,1,0.3327272727272727
1,21,257,2,0.22285714285714284
1,23,297,2,0.252
1,23,354,4,0.14314285714285713
1,25,175,1,0.2583333333333333
1,26,377,11,0.4
1,26,379,11,0.003981312000000001
1,26,380,11,0.28255238095238094
1,26,391,11,0.003981312000000001
1,26,392,11,0.00373248
1,26,393,11,0.28255238095238094
1,27,4,1,0.003732479999999999
1,27,161,1,0.00373248
1,27,329,2,0.33743589743589747
1,28,32,1,0.22211282051282055
1,28,161,1,0.00373248
1,30,4,1,0.003732479999999999
1,30,17,1,0.003981312
1,30,200,1,0.3666666666666667
1,32,28,1,0.2852380952380953
1,38,161,1,0.00373248
1,38,197,1,0.00373248
1,41,84,1,0.3409939393939394
1,41,165,1,0.003981312
1,41,392,11,0.00373248
1,41,393,11,0.28188606060606064
1,43,25,1,0.23533333333333334
1,43,176,1,0.054613333333333354
1,44,313,2,0.3066666666666667
1,45,181,1,0.2852380952380953
1,45,261,2,0.3666666666666667
1,45,380,11,0.22128
1,45,391,11,0.003981312000000001
1,45,392,11,0.00373248
1,45,393,11,0.2255088484848485
1,46,25,1,0.16826666666666668
1,46,213,2,0.2683333333333333
1,48,223,2,0.3066666666666667
1,48,392,11,0.00373248
1,48,393,11,0.2016192
1,49,4,1,0.003732479999999999
1,51,243,2,0.3066666666666667
1,52,200,1,0.3
1,53,7,1,0.33743589743589747
1,55,161,1,0.00373248
1,55,176,1,0.054613333333333354
1,58,95,1,0.11728
1,59,377,11,0.3923809523809524
1,59,379,11,0.003981312000000001
1,59,380,11,0.235998358974359
1,62,176,1,0.054613333333333354
1,62,391,11,0.003981312000000001
1,62,392,11,0.00373248
1,62,393,11,0.3666666666666667
1,63,290,2,0.2907692307692308
1,64,84,1,0.35461333333333334
1,64,392,11,0.00373248
1,64,393,11,0.3476190476190476
1,65,176,1,0.054613333333333354
1,66,25,1,0.16572444444444445
1,66,161,1,0.00373248
1,66,295,2,0.21384615384615385
1,67,384,11,0.003732479999999999
1,67,391,11,0.003981312000000001
1,67,392,11,0.00373248
1,67,393,11,0.41666666666666663
1,69,369,4,0.09155555555555556
1,70,176,1,0.054613333333333354
1,71,222,2,0.38541666666666663
1,72,392,11,0.00373248
1,72,393,11,0.3520833333333333
1,74,4,1,0.003732479999999999
1,75,330,2,0.3066666666666667
1,79,4,1,0.003732479999999999
1,81,6,1,0.00373248
1,81,17,1,0.003981312
1,81,90,1,0.00373248
1,81,142,1,0.19
1,82,6,1,0.00373248
1,82,180,1,0.24952380952380954
1,86,6,1,0.00373248
1,86,84,1,0.3666666666666667
1,88,29,1,0.16714285714285715
1,90,17,1,0.003981312
1,90,318,2,0.003981312
1,90,384,11,0.003732479999999999
1,91,4,1,0.003732479999999999
1,91,17,1,0.003981312
1,92,197,1,0.00373248
1,93,283,2,0.18984615384615386
1,96,4,1,0.003732479999999999
1,96,161,1,0.00373248
1,96,176,1,0.054613333333333354
1,96,197,1,0.00373248
1,97,176,1,0.054613333333333354
1,99,176,1,0.054613333333333354
1,100,377,11,0.33533333333333337
1,100,379,11,0.003981312000000001
1,100,380,11,0.24328586666666668
1,101,4,1,0.003732479999999999
1,101,268,2,0.2852380952380953
1,102,4,1,0.003732479999999999
1,103,392,11,0.00373248
1,103,393,11,0.2941666666666667
1,104,25,1,0.09924622222222224
1,104,181,1,0.27764102564102566
1,104,200,1,0.2852380952380953
1,105,377,11,0.3374974358974359
1,105,379,11,0.003981312000000001
1,105,380,11,0.25523475393939393
1,110,161,1,0.00373248
1,110,294,2,0.33743589743589747
1,111,4,1,0.003732479999999999
1,112,318,2,0.003981312
1,113,4,1,0.003732479999999999
1,113,142,1,0.17624242424242426
1,115,78,1,0.161
1,116,236,2,0.3066666666666667
1,119,200,1,0.2281904761904762
1,119,392,11,0.00373248
1,119,393,11,0.27764102564102566
1,120,161,1,0.00373248
1,120,230,2,0.2683333333333333
1,123,55,1,0.12061374358974361
1,126,67,1,0.054613333333333354
1,129,176,1,0.054613333333333354
1,129,197,1,0.00373248
1,132,4,1,0.003732479999999999
1,132,55,1,0.11828586666666668
1,132,161,1,0.00373248
1,132,180,1,0.15676190476190477
1,133,175,1,0.24952380952380954
1,133,368,4,0.21384615384615385
1,136,384,11,0.003732479999999999
1,138,6,1,0.00373248
1,138,17,1,0.003981312
1,138,318,2,0.003981312
1,139,4,1,0.003732479999999999
1,139,55,1,0.11887111757575759
1,139,161,1,0.00373248
1,139,274,2,0.2852380952380953
1,140,197,1,0.00373248
1,141,342,4,0.127
1,142,173,1,0.3666666666666667
1,145,4,1,0.003732479999999999
1,145,377,11,0.3666666666666667
1,145,379,11,0.003981312000000001
1,145,380,11,0.0678241667878788
1,146,17,1,0.003981312
1,148,172,1,0.1125090909090909
1,148,384,11,0.003732479999999999
1,150,55,1,0.12236962133333334
1,151,20,1,0.27764102564102566
1,151,175,1,0.3666666666666667
1,153,20,1,0.22211282051282055
1,154,25,1,0.09745253333333334
1,154,176,1,0.054613333333333354
1,156,25,1,0.3666666666666667
1,160,172,1,0.11728
1,161,4,1,0.003732479999999999
1,161,28,1,0.27764102564102566
1,161,55,1,0.12900680817777777
1,161,176,1,0.054613333333333354
1,161,197,1,0.00373248
1,161,377,11,0.3476190476190476
1,161,379,11,0.003981312000000001
1,162,391,11,0.003981312000000001
1,162,392,11,0.00373248
1,162,393,11,0.1932666666666667
1,163,286,2,0.2907692307692308
1,163,384,11,0.003732479999999999
1,163,391,11,0.003981312000000001
1,163,392,11,0.00373248
1,163,393,11,0.1974704761904762
1,165,346,4,0.21466666666666664
1,165,384,11,0.003732479999999999
1,166,142,1,0.16826666666666668
1,166,393,11,0.3666666666666667
1,167,247,2,0.19333333333333333
1,173,142,1,0.10461333333333336
1,173,200,1,0.17540952380952382
1,173,305,2,0.16714285714285715
1,173,318,2,0.003981312
1,174,67,1,0.054613333333333354
1,175,25,1,0.3666666666666667
1,176,55,1,0.13931655765333334
1,176,70,1,0.18533333333333335
1,176,161,1,0.00373248
1,176,377,11,0.33743589743589747
1,176,379,11,0.003981312000000001
1,176,380,11,0.06789569706666668
1,176,384,11,0.003732479999999999
1,177,28,1,0.22211282051282055
1,177,142,1,0.09924622222222224
1,177,200,1,0.16999794871794874
1,177,318,2,0.003981312
1,177,392,11,0.00373248
1,177,393,11,0.3476190476190476
1,178,90,1,0.00373248
1,178,200,1,0.16869066666666668
1,178,228,2,0.21384615384615385
1,184,165,1,0.003981312
1,184,349,4,0.2852380952380953
1,187,172,1,0.06592355555555555
1,187,173,1,0.3666666666666667
1,187,200,1,0.3666666666666667
1,189,6,1,0.00373248
1,189,314,2,0.2723076923076923
1,192,28,1,0.22128
1,192,95,1,0.135368
1,192,161,1,0.00373248
1,192,384,11,0.003732479999999999
1,193,4,1,0.003732479999999999
1,193,161,1,0.00373248
1,197,161,1,0.00373248
1,200,173,1,0.3666666666666667
1,200,304,2,0.21466666666666664
1,200,318,2,0.003981312
1,201,269,2,0.252
1,203,32,1,0.3666666666666667
1,207,17,1,0.003981312
1,214,28,1,0.2255088484848485
1,218,161,1,0.00373248
1,221,32,1,0.3476190476190476
1,229,342,4,0.16666666666666666
1,232,78,1,0.1125090909090909
1,234,55,1,0.3333333333333333
1,234,161,1,0.00373248
1,234,197,1,0.00373248
1,237,186,1,0.10545454545454545
1,244,379,11,0.003981312000000001
