timestamp,sp_id,sr_id,sr_type,T_D,T_I,Trust
0,0,159,1,1.0,0.75,0.875
0,0,286,2,1.0,0.75,0.875
0,2,32,1,1.0,0.75,0.875
0,5,18,1,1.0,0.75,0.875
0,5,20,1,1.0,0.75,0.875
0,5,171,1,1.0,0.75,0.875
0,5,179,1,1.0,0.75,0.875
0,5,200,1,1.0,0.75,0.875
0,5,295,2,1.0,0.75,0.875
0,8,150,1,1.0,0.75,0.875
0,8,243,1,1.0,0.75,0.875
0,10,228,1,1.0,0.75,0.875
0,12,150,1,1.0,0.8333333333333333,0.9166666666666666
0,13,66,1,1.0,0.75,0.875
0,15,230,1,1.0,0.75,0.875
0,17,84,1,1.0,0.75,0.875
0,17,243,1,1.0,0.8333333333333333,0.9166666666666666
0,18,5,1,1.0,0.75,0.875
0,18,173,1,1.0,0.75,0.875
0,20,5,1,1.0,0.8333333333333333,0.9166666666666666
0,20,139,1,1.0,0.75,0.875
0,20,171,1,1.0,0.8333333333333333,0.9166666666666666
0,21,17,1,1.0,0.75,0.875
0,21,150,1,1.0,0.875,0.9375
0,21,243,1,1.0,0.875,0.9375
0,22,335,2,1.0,0.75,0.875
0,23,17,1,1.0,0.8333333333333333,0.9166666666666666
0,23,131,1,1.0,0.75,0.875
0,23,171,1,1.0,0.875,0.9375
0,23,221,1,1.0,0.75,0.875
0,23,230,1,1.0,0.8333333333333333,0.9166666666666666
0,26,5,1,1.0,0.875,0.9375
0,26,129,1,1.0,0.75,0.875
0,26,290,2,1.0,0.75,0.875
0,31,322,2,1.0,0.75,0.875
0,32,66,1,1.0,0.8333333333333333,0.9166666666666666
0,32,230,1,1.0,0.875,0.9375
0,35,5,1,1.0,0.9,0.95
0,35,129,1,1.0,0.8333333333333333,0.9166666666666666
0,35,230,1,1.0,0.9,0.95
0,37,31,1,1.0,0.75,0.875
0,37,197,1,1.0,0.75,0.875
0,38,162,1,1.0,0.75,0.875
0,39,243,1,1.0,0.9,0.95
0,40,5,1,1.0,0.9166666666666667,0.9583333333333334
