timestamp,sp_id,sr_id,sr_type,dtm,rtm,rsm,violations,neighbors_count,violation_history_count
1,0,91,smartphone,0.3000,0.0000,0.3000,0,1,1
1,0,133,smartphone,0.3000,0.0000,0.3000,0,1,1
1,0,147,smartphone,0.3000,0.0000,0.3130,0,1,1
1,0,160,smartphone,0.3000,0.0000,0.3000,0,1,1
1,0,194,smartphone,0.3000,0.0000,0.3000,0,1,1
1,0,594,parking,0.6000,0.0000,0.3000,0,1,1
1,0,595,parking,0.6000,0.0000,0.3000,0,1,1
1,0,596,parking,0.6000,0.0000,0.3000,0,1,1
1,0,597,parking,0.6000,0.0000,0.3000,0,1,1
1,0,598,parking,0.6000,0.0000,0.3000,0,1,1
1,0,599,parking,0.6000,0.0000,0.3000,0,1,1
1,0,600,parking,0.6000,0.0000,0.3000,0,1,1
1,0,1107,street light,0.7000,0.0000,0.3000,0,1,1
1,0,1108,street light,0.7000,0.0000,0.3000,0,1,1
1,0,1109,street light,0.7000,0.0000,0.3000,0,1,1
1,0,1121,street light,0.7000,0.0000,0.3000,0,1,1
1,0,1126,street light,0.7000,0.0000,0.3000,0,1,1
1,0,1140,street light,0.7000,0.0000,0.3000,0,1,1
1,0,1143,street light,0.7000,0.0000,0.3000,0,1,1
1,0,1219,environment monitor,0.9000,0.0000,0.3000,0,1,1
1,0,1236,environment monitor,0.9000,0.0000,0.3000,0,1,1
1,0,1247,environment monitor,0.9000,0.0000,0.3000,0,1,1
1,0,1248,environment monitor,0.9000,0.0000,0.3000,0,1,1
1,0,1249,environment monitor,0.9000,0.0000,0.3000,0,1,1
1,0,1261,point of interest,0.7000,0.0000,0.3000,0,1,1
1,0,1276,point of interest,0.7000,0.0000,0.3000,0,1,1
1,0,1281,point of interest,0.7000,0.0000,0.3000,0,1,1
1,0,1282,point of interest,0.7000,0.0000,0.3000,0,1,1
1,1,28,smartphone,0.3000,0.0000,0.3000,0,1,1
1,1,64,smartphone,0.3000,0.0000,0.3000,0,1,1
1,1,105,smartphone,0.3000,0.0000,0.3000,0,1,1
1,1,139,smartphone,0.3000,0.0000,0.3000,0,1,1
1,1,150,smartphone,0.3000,0.0000,0.3000,0,1,1
1,1,173,smartphone,0.3000,0.0000,0.3000,0,1,1
1,1,192,smartphone,0.3000,0.0000,0.3000,0,1,1
1,2,86,smartphone,0.3000,0.0000,0.3000,0,1,1
1,2,128,smartphone,0.3000,0.0000,0.3000,0,1,1
1,2,160,smartphone,0.3000,0.3000,0.3000,0,2,2
1,2,171,smartphone,0.3000,0.0000,0.3000,0,1,1
1,2,235,car,0.5000,0.0000,0.4000,0,1,1
1,2,305,car,0.5000,0.0000,0.3000,0,1,1
1,2,307,car,0.5000,0.0000,0.3000,0,1,1
1,2,346,smart fitness,0.2000,0.0000,0.4000,0,1,1
1,3,13,smartphone,0.3000,0.0000,0.3000,0,1,1
1,3,42,smartphone,0.3000,0.0000,0.3000,0,1,1
1,3,51,smartphone,0.3000,0.0000,0.3000,0,1,1
1,3,63,smartphone,0.3000,0.0000,0.3000,0,1,1
1,3,294,car,0.5000,0.0000,0.3000,0,1,1
1,3,1110,street light,0.7000,0.0000,0.3000,0,1,1
1,3,1111,street light,0.7000,0.0000,0.3000,0,1,1
1,3,1279,point of interest,0.7000,0.0000,0.3000,0,1,1
